"SNP","rs12528068"
"rs117641444",-0.0230733547359705
"rs117868660",-0.023075046017766
"rs113657546",-0.00164606887847185
"rs147087744",-0.0230846982449293
"rs116844859",0.0148872174322605
"rs117256180",-0.0230733547359705
"rs117062935",-0.0230672247707844
"rs6455381",0.00155253056436777
"rs112051655",-0.0395380854606628
"rs68097508",0.0137966312468052
"rs144559126",0.0185526218265295
"rs147872636",-0.0230846982449293
"rs4395687",0.00477534811943769
"rs13207111",0.00335816247388721
"rs17763641",0.00644042203202844
"rs150629507",-0.0127419959753752
"rs6927575",-0.00313307205215096
"rs17763666",-0.0230705160647631
"rs17696189",-0.0230759158730507
"rs12190398",0.0149940345436335
"rs9446297",0.00152796413749456
"rs16869501",-0.023045402020216
"rs35931280",-0.0469500198960304
"rs2347624",0.00127933826297522
"rs35711050",-0.0232283845543861
"rs45559440",-0.0299547296017408
"rs45540932",0.00654763821512461
"rs45495098",-0.0204279664903879
"rs117196889",-0.023251773789525
"rs193100123",-0.00315131852403283
"rs111484959",-0.022961163893342
"rs80122013",-0.0473594404757023
"rs4282370",-0.00550903333351016
"rs117700199",-0.0195660218596458
"rs79260519",-0.0211640410125256
"rs7750570",0.000776949338614941
"rs140177068",-0.0232326705008745
"rs112011380",-0.00723433448001742
"rs112861152",-0.0399023108184338
"rs9364106",0.00461279414594173
"rs76695383",0.0340246856212616
"rs77081514",0.00774586061015725
"rs12202843",0.00328460289165378
"rs4707855",-0.00587706500664353
"rs117482510",-0.0411030054092407
"rs139617272",-0.023032870143652
"rs4410690",-0.00322100147604942
"rs7454442",0.0140814278274775
"rs141439502",0.0419479683041573
"rs142835797",0.00948381423950195
"rs112683216",-0.0229655094444752
"rs12198750",-0.00720986351370811
"rs149433994",0.0491684637963772
"rs12199113",-0.00581991765648127
"rs10455229",-0.00588328344747424
"rs140804158",0.0492053627967834
"rs149718013",-0.0163641311228275
"rs148898695",-0.00634266762062907
"rs138189765",-0.0297315288335085
"rs141307371",0.00777977937832475
"rs145033978",-0.0212230551987886
"rs12195774",0.00366160646080971
"rs78203493",0.0341663360595703
"rs62419723",-0.0162759386003017
"rs113457580",0.00742583256214857
"rs9342796",0.00374156143516302
"rs111423587",0.00961419567465782
"rs13197338",0.00351512292400002
"rs118060630",-0.0232515726238489
"rs146743525",-0.0233030933886766
"rs12215835",-0.00587844708934426
"rs12215915",-0.00560900615528226
"rs12211207",-0.00582780921831727
"rs79973285",0.00758710829541087
"rs117700647",-0.0231807585805655
"rs4707856",0.00346269458532333
