"SNP","rs2280104"
"rs78617751",-0.0173955783247948
"rs7828405",0.0138391125947237
"rs7832649",-0.0104699153453112
"rs6586994",0.0140774575993419
"rs73544626",0.00125012407079339
"rs10113654",-0.00996498949825764
"rs10096534",-0.00325434235855937
"rs6984623",-0.00324693601578474
"rs192676968",-0.0116344541311264
"rs192676968",-0.00164182484149933
"rs73544635",0.00145893357694149
"rs7821282",-0.00328733865171671
"rs7821419",0.0144663117825985
"rs79181251",-0.00319588650017977
"rs7825607",0.0146735310554504
"rs73544643",0.00127248652279377
"rs3890736",0.0191955361515284
"rs6980554",0.0144941853359342
"rs3936037",0.0146261546760798
"rs112938970",-0.0100807724520564
"rs28592647",0.0189519915729761
"rs28594798",0.0189981479197741
"rs7823734",0.0149163641035557
"rs10109754",0.0185968391597271
"rs76228218",-0.010113388299942
"rs6586995",-0.0191786698997021
"rs6984108",-0.0133335320279002
"rs4739281",-0.0149213373661041
"rs193279234",-0.00330576486885548
"rs79201491",-0.0132242599502206
"rs73550984",-0.00941910874098539
"rs7838422",-0.0149956606328487
"rs73550987",0.00139501178637147
"rs73550988",0.00138203613460064
"rs61597271",0.00147252064198256
"rs4133279",0.0151477186009288
"rs7822445",0.0165843665599823
"rs58571231",0.000643220730125904
"rs10090674",0.0161040779203176
"rs28595558",0.0159581582993269
"rs4443656",0.0132203800603747
"rs57228625",0.00135632231831551
"rs11986623",0.0156467463821173
"rs73551002",0.00377679383382201
"rs73552604",0.00379095133394003
"rs73217489",0.0102242426946759
"rs78593859",-0.0104184644296765
"rs73552607",0.00375185441225767
"rs73552608",0.00373835302889347
"rs7011317",0.0117606380954385
"rs184677780",-0.00521147530525923
"rs11996958",0.0149487815797329
"rs73552610",0.00391836557537317
"rs73552611",0.00355004193261266
"rs13264747",0.0134133165702224
"rs11204189",0.0154429320245981
"rs7829813",0.0126994261518121
"rs74492503",-0.0101542407646775
"rs3935834",0.0161073077470064
"rs13252121",0.012275068089366
"rs73552619",0.0016572754830122
"rs112041776",-0.00771822640672326
"rs11984871",0.011427397839725
"rs10090737",0.0165702737867832
"rs6990167",-0.00503176497295499
"rs113397349",-0.003809894900769
"rs10091199",0.0157232172787189
"rs7826924",0.0102695981040597
"rs67760158",0.0161420702934265
"rs7826330",0.0160830300301313
"rs7845092",-0.00632001971825957
"rs6586997",0.0135552724823356
"rs73552626",0.00138151878491044
"rs73552629",0.00141549855470657
"rs15881",0.0115229208022356
"rs74640671",-0.00285833375528455
"rs73552633",-0.011293021030724
"rs147639225",0.000795197673141956
"rs28564089",-0.00543087068945169
"rs184067196",-0.0156607013195753
"rs12677629",0.0139656811952591
"rs6989001",-0.00531480787321925
"rs6992903",-0.0106365866959095
"rs74788884",-0.00367994513362646
"rs4400374",0.0115469610318542
"rs60544386",-0.00561133492738008
"rs73552640",0.000424955505877733
"rs73552644",0.00375804724171758
"rs28712883",0.0184042528271675
"rs11993990",0.0148190520703793
"rs10108480",-0.00594282289966941
"rs11990425",0.0179705917835236
"rs138605227",-0.00664176698774099
"rs10109522",0.00214680470526218
"rs73217502",-0.00223258137702942
"rs185420166",-0.0162214543670416
"rs10109407",0.0148137472569942
"rs56395481",-0.0070248618721962
"rs117970349",0.000495009124279022
"rs73552648",0.0012563755735755
"rs7826525",0.0165469869971275
"rs113957442",-0.0026848316192627
"rs117238997",-0.00108426250517368
"rs13271884",0.0142070567235351
"rs59218357",0.00593313947319984
"rs28633503",0.0193392336368561
"rs7813735",0.0192000512033701
"rs112252411",-0.00300224078819156
"rs144958718",0.019252797588706
