"SNP","rs3104783"
"rs2647968",0.00461885007098317
"rs1116934",0.00375021016225219
"rs2011711",0.00356049183756113
"rs1118682",0.00379198789596558
"rs1118681",0.00347864534705877
"rs1118680",0.00351122580468655
"rs2720410",0.00375640578567982
"rs2647966",0.0035689938813448
"rs35006164",0.00485430797562003
"rs1391726",0.00389031879603863
"rs58550939",-0.00445982208475471
"rs117503690",-0.00427303975448012
"rs11646806",-0.013278329744935
"rs117173234",0.00203949445858598
"rs1498766",0.0240936297923326
"rs62039784",0.00576636707410216
"rs117883691",0.00655303755775094
"rs13336374",-0.005832449067384
"rs2647992",0.00590009894222021
"rs7192270",-0.0171182863414288
"rs117366481",0.0068536433391273
"rs149928795",-0.00519096432253718
"rs1353787",0.00268431659787893
"rs34287070",0.000850673764944077
"rs1353786",0.00460786605253816
"rs113325986",0.00825771316885948
"rs2647965",0.00273727113381028
"rs2647987",0.00204630196094513
"rs117140416",0.0157721508294344
"rs112498948",-0.00230650836601853
"rs565175713",-0.0226571168750525
"rs2030117",-0.00693416455760598
"rs12931827",0.00123219098895788
"rs16950122",0.0178246051073074
"rs1498767",0.00674416683614254
"rs1948659",-0.0130820572376251
"rs1909332",0.00514473579823971
"rs145247663",-0.0125077925622463
"rs2647967",0.00207851314917207
"rs117389725",-0.0129372207447886
"rs112152944",-0.0023522493429482
"rs1498768",-0.000979634467512369
"rs1498769",0.00512633053585887
"rs35986629",0.0182555504143238
"rs1391728",-0.000970646739006042
"rs4784462",-0.00813213456422091
"rs2720414",-0.0062678144313395
"rs111956834",-0.000459426548331976
"rs146943601",0.00811379496008158
"rs1909333",-0.00221345433965325
"rs1498770",-0.00489278603345156
"rs2647969",-0.0024755047634244
"rs2647970",-0.00253597553819418
"rs1909334",-0.00210277084261179
"rs1909335",-0.000634036026895046
"rs8057507",-0.00642715906724334
"rs2720415",-0.00202043121680617
"rs2647971",-0.00641109561547637
"rs12931160",-0.00158444419503212
"rs2647972",-0.00640752958133817
"rs111815637",-0.019095666706562
"rs1498771",-0.00292852148413658
"rs4611454",-0.0119691928848624
"rs147499139",0.0150807350873947
"rs34900806",0.0152522129938006
"rs140265489",-0.0119085321202874
"rs7342696",-0.0050713149830699
"rs35906553",-0.00490967929363251
"rs35239973",0.0151066202670336
"rs7189116",0.0148906642571092
"rs146464351",-0.00330222444608808
"rs4372689",0.00872071739286184
"rs4074833",0.0100593902170658
"rs28552380",-0.00218761153519154
"rs28552380",0.0100779002532363
"rs116894290",0.00142096914350986
"rs35301103",0.00862538255751133
"rs9934908",0.0105126826092601
"rs9930804",0.0105494996532798
"rs11076090",0.0220780968666077
"rs7204626",0.00597989466041327
"rs71386569",0.00946954265236855
"rs6499751",0.00167502416297793
"rs6499752",0.00166869955137372
"rs4254326",0.00408992962911725
"rs35278421",0.0243500117212534
"rs117947453",-0.00753073068335652
