"SNP","rs2248244"
"rs75853875",-0.00492826430127025
"rs75639826",0.0103240050375462
"rs219741",0.000176543369889259
"rs2845765",0.000148840248584747
"rs219740",0.000144165474921465
"rs55723668",-0.00441327365115285
"rs17283840",-0.00376096181571484
"rs2850111",0.000150944571942091
"rs2845766",-0.00800516922026873
"rs56083599",0.00903221499174833
"rs117271359",0.00490265525877476
"rs2845768",0.000797531567513943
"rs2850112",0.000103105325251818
"rs2633324",0.000117052812129259
"rs13047046",-0.0145366787910461
"rs78405027",-0.00373152550309896
"rs73902536",-0.00436921045184135
"rs75430464",0.00740521447733045
"rs77868469",-0.00441812351346016
"rs9636632",-0.00402526138350368
"rs13051241",-0.00400651013478637
"rs73902538",-0.00367540074512362
"rs13051987",-0.0027323835529387
"rs35734452",-0.00294544314965606
"rs59125211",0.0188435316085815
"rs140539944",0.00967064034193754
"rs75921250",-0.00941423792392015
"rs219739",5.15971332788467e-05
"rs219738",0.000349801499396563
"rs76269285",-0.00414789048954844
"rs76121568",-0.00499066198244691
"rs2633334",-0.00495678093284369
"rs2845769",-0.00488775875419378
"rs115462541",-0.0041626151651144
"rs141184876",-0.00386837078258395
"rs170182",-0.00795877911150455
"rs7277324",0.00177565030753613
"rs138952890",-0.00338816968724132
"rs147279578",0.00604014517739415
"rs114872540",-0.00332929426804185
"rs73204269",0.0121083529666066
"rs117833343",0.00200977409258485
"rs8132946",0.000778110697865486
"rs60605101",0.00232328986749053
"rs145081590",0.00529835699126124
"rs73204270",0.0122065311297774
"rs140549895",-0.00130118522793055
"rs150494374",0.0105118937790394
"rs138314596",0.00885478500276804
"rs219737",0.0145963737741113
"rs74933634",-0.0139677654951811
"rs59059205",-0.00184353301301599
"rs59285877",-0.00181406550109386
"rs219736",0.0141221899539232
"rs141726850",0.0119195403531194
"rs59724458",-0.00180448824539781
"rs117857503",0.000343882478773594
"rs35599107",-0.000832595862448215
"rs35857368",-0.00174787594005466
"rs219733",0.00544636370614171
"rs55666618",-0.00195894204080105
"rs7279128",-0.0142578734084964
"rs13047783",-0.00221202336251736
"rs78013211",0.000474913977086544
"rs117421817",-0.0167213380336761
"rs139085673",0.0200981069356203
"rs219732",0.00253436760976911
"rs7277448",-0.0166733600199223
"rs2835365",-0.00907725375145674
"rs35030913",-0.00521299708634615
"rs113738085",0.00226352969184518
"rs2850113",0.00604717154055834
"rs2776289",0.00469394726678729
"rs2850114",0.00280266487970948
"rs2850115",0.00578251900151372
"rs9982279",-0.000150800216943026
"rs2776290",0.00565130217000842
"rs2071049",-4.40385192632675e-05
"rs2071050",0.00513517810031772
"rs2071051",0.00558227812871337
"rs9974115",0.00590405194088817
"rs2071052",-0.000120067503303289
"rs58865958",0.00624339375644922
"rs117024128",0.00304153189063072
"rs2409819",-0.00901226792484522
"rs58192378",-0.0193583182990551
"rs117697776",-0.0163084995001554
"rs116983832",0.00375969847664237
"rs113585361",-0.0128896590322256
"rs743424",-0.00365679943934083
"rs730265",0.0207300130277872
"rs743425",0.0235275439918041
"rs73902545",0.00522542139515281
"rs2000544",-0.0273128561675549
"rs2000545",-0.0240308437496424
"rs117356573",-0.00149792525917292
"rs7276934",-0.0124100288376212
"rs28491626",0.0129336854442954
"rs2000546",-0.0240454263985157
"rs9984472",0.0203952547162771
"rs76415705",0.00636461284011602
"rs75266315",0.00249026669189334
"rs11700868",-0.00979770161211491
"rs145282279",0.00604389701038599
"rs6517354",-0.00827350188046694
"rs9680300",0.00304418709129095
"rs9979731",-0.00843848381191492
"rs41513750",0.00262549286708236
"rs2226830",-0.00905765686184168
"rs2409820",-0.00615571718662977
"rs7278261",-0.00845747068524361
"rs7279532",-0.00845619570463896
"rs116083368",0.00352298887446523
"rs8127112",-0.00591094139963388
"rs8127879",-0.00637322198599577
"rs9305585",-0.0059604337438941
"rs144190098",0.00110447220504284
"rs34494383",-0.00857650768011808
"rs7281847",0.00412452034652233
"rs7281449",0.00411957409232855
"rs150081186",-0.000533811282366514
"rs915750",-0.00872309505939484
"rs2298451",-0.0062132733874023
"rs16994180",0.00383509090170264
"rs2835367",-0.00865696649998426
"rs2012586",-0.00539989396929741
"rs16994201",0.00411277310922742
"rs2835368",-0.00875029433518648
"rs9975228",0.0171957910060883
"rs2835369",-0.00593824684619904
"rs2835370",-0.00534826191142201
"rs2835371",-0.00527025014162064
"rs61456276",0.00307511212304235
"rs4817804",-0.00564144970849156
"rs4817805",-0.00651290034875274
"rs11088351",-0.00651862844824791
"rs73392037",0.00313467672094703
"rs2835373",-0.00650585256516933
"rs9981161",-0.00547925196588039
"rs73392039",0.003475331235677
"rs73392042",0.00347918830811977
"rs2835374",-0.0043552927672863
"rs141407166",-0.0113172857090831
"rs9982353",-0.00669044815003872
"rs2187301",-0.00683780340477824
"rs112427436",0.00350011372938752
