"SNP","rs11683001"
"rs10182772",0.0154795665293932
"rs7565018",0.0273130368441343
"rs6757414",-0.0393957421183586
"rs184888994",0.00500317942351103
"rs10186179",0.0157467182725668
"rs6731211",0.0167792569845915
"rs6542986",0.0154730826616287
"rs7572634",0.0167578477412462
"rs11123848",0.0158678945153952
"rs139095985",-0.0465875305235386
"rs13388698",0.0154733210802078
"rs114695806",0.00513879116624594
"rs12467539",0.0387103855609894
"rs1996134",0.0166433081030846
"rs10187414",0.0172053184360266
"rs10190268",0.0167071688920259
"rs10198664",0.0164037551730871
"rs6740234",0.0161396991461515
"rs57107604",0.0205823369324207
"rs4429494",0.00863634329289198
"rs7577100",0.0217217039316893
"rs7602681",0.0222504250705242
"rs7593910",0.0164056159555912
"rs72627404",-0.0133091788738966
"rs72627405",-0.0135921621695161
"rs67724244",0.0297790840268135
"rs4531952",0.00189180858433247
"rs151255901",-0.0216578543186188
"rs11901809",-0.00960197765380144
"rs12623246",0.0195899829268456
"rs75432635",-0.0284703802317381
"rs58393140",0.0196882542222738
"rs72627406",-0.033585611730814
"rs2309885",-0.0378540866076946
"rs66480721",-0.00887016486376524
"rs12616915",0.0263060815632343
"rs139558833",0.0167532060295343
"rs144729191",-0.0468304008245468
"rs7419651",0.024959547445178
"rs72627407",-0.0154752265661955
"rs11686712",-0.0486806966364384
"rs75178975",0.0216280035674572
"rs10194962",0.00636811414733529
"rs115306746",0.039949506521225
"rs1435509",0.00639180978760123
"rs1435510",0.0216530319303274
"rs7598317",0.0060610924847424
"rs58365268",0.00613891985267401
"rs6707510",-0.0297557394951582
"rs6753247",0.0261332131922245
"rs17024763",0.020341956987977
"rs17024766",0.0257410164922476
"rs17024770",0.00577827170491219
"rs13399711",0.00615683384239674
"rs6753923",0.00608820654451847
"rs6754281",0.0260285101830959
"rs6757599",0.0259397570043802
"rs61140234",0.0207801721990108
"rs13027415",-0.0489298477768898
"rs79985461",-0.0365476533770561
"rs28416583",0.0260269287973642
"rs17024781",0.00617138436064124
"rs28558862",0.0257321260869503
"rs79449235",0.020866246894002
"rs6761732",-0.0325591638684273
"rs6761732",0.02614382840693
"rs6761755",0.0260297134518623
"rs72627408",0.0061511043459177
"rs17024792",0.00573389697819948
"rs17024796",0.00570921646431088
"rs58939304",0.00610383460298181
"rs17024797",0.006051916629076
"rs7565981",0.00611945614218712
"rs7593399",0.00610745884478092
"rs72627409",-0.0155015643686056
"rs6748425",0.00616485439240932
"rs6709094",0.00616491818800569
"rs6706203",0.00616255728527904
"rs11886530",0.00572996353730559
"rs17024814",0.00611043581739068
"rs79520955",0.0207907408475876
"rs13398995",0.0259181540459394
"rs13398996",0.00610670913010836
"rs62154057",-0.031693872064352
"rs11891990",0.00621752999722958
"rs72627410",0.00575555069372058
"rs72627411",0.00613595405593514
"rs7580771",0.0259666182100773
"rs72627412",0.00518361153081059
"rs59341306",0.00513245863839984
"rs11893548",0.0050889803096652
"rs72627413",0.00513237435370684
"rs17653417",-0.0365508906543255
"rs6722013",0.00513245398178697
"rs11685457",0.0361443087458611
"rs55703697",0.0267280898988247
"rs72968157",0.0269217193126678
"rs72968158",0.0263094026595354
"rs74541743",0.0264375917613506
"rs11892790",0.026758823543787
"rs60945225",0.0263097640126944
"rs56342830",0.0263080783188343
"rs72627414",-0.0168268755078316
"rs56067158",-0.0811818763613701
"rs61142873",0.0263531468808651
"rs72968163",0.0263079963624477
"rs200603353",-0.0160998832434416
"rs1543105",0.0263085663318634
"rs117207561",0.0367978662252426
"rs12475500",0.0263394135981798
"rs6542988",0.00487729208543897
"rs12619504",0.0256413761526346
"rs12621863",0.0257473923265934
"rs78125281",-0.0244943127036095
"rs10172146",0.0254242438822985
"rs3811561",0.021221574395895
"rs3811559",0.0144984610378742
"rs3811558",0.0212200116366148
"rs76555049",0.0260986257344484
"rs6542989",0.0211935304105282
"rs6542990",0.0211135689169168
"rs13390078",0.0215506106615067
"rs6542991",0.021432887762785
"rs6542992",0.0211054477840662
"rs6724965",0.020989490672946
"rs115957893",-0.00205806456506252
"rs6724971",0.0213184338063002
"rs6542993",0.0215920861810446
"rs13028398",0.0118237175047398
"rs10084375",0.0220337901264429
"rs72816907",0.0143179455772042
"rs139149692",-0.00275194784626365
"rs3849374",0.0236148498952389
"rs3849375",0.0325071960687637
"rs3849376",0.0324506871402264
"rs7573323",0.0110761020332575
"rs4349369",0.0324582383036613
"rs72816908",0.00955105852335691
"rs4069887",-0.0128180552273989
"rs72816910",-0.0395445823669434
"rs6737553",0.0323848314583302
"rs72627415",-0.0128311105072498
"rs58570823",-0.0128230936825275
"rs7578439",0.0115532884374261
"rs141545813",-0.0127895986661315
"rs3849377",0.0321851372718811
"rs3849378",0.032172504812479
"rs3849379",0.0321706421673298
"rs114496633",-0.0168989915400743
"rs3860455",0.0322074592113495
"rs60807664",-0.0123682618141174
"rs57365275",-0.0123692313209176
"rs3860456",-0.0129612069576979
"rs3888170",0.0230241287499666
"rs72627416",-0.0123203238472342
"rs3849380",0.0321153402328491
"rs6542994",0.0228576976805925
"rs72627417",-0.0121352076530457
"rs3849381",-0.0605440959334373
"rs7587153",0.0299036279320717
"rs72627418",0.000822820235043764
"rs7587470",0.0138160763308406
"rs7587573",0.0345976501703262
"rs12477770",0.0327895358204842
"rs192550544",0.0176074858754873
"rs58394241",0.0349350944161415
"rs7574354",0.0146806137636304
"rs7588869",0.0248718410730362
"rs6542995",-0.0288719329982996
"rs17699370",-0.0613374598324299
"rs35188153",0.0353992320597172
"rs7592410",-0.0292429123073816
"rs55982284",-0.0603623911738396
"rs10165970",0.0146550899371505
"rs62156093",-0.061740979552269
"rs12991298",0.0146801620721817
"rs147782168",-0.00576431723311543
"rs10193688",-0.0143404612317681
"rs17024869",0.0281601920723915
"rs7557936",-0.0369918569922447
"rs181352071",-0.0222887545824051
"rs13012930",0.0102225206792355
"rs6722909",-0.0373012572526932
"rs13019460",0.00111930910497904
"rs13386901",0.0197315718978643
"rs13398768",-0.0337924994528294
"rs62156101",-0.0728024244308472
"rs73967682",0.0183585546910763
"rs150926818",-0.0323188379406929
"rs13428708",0.0197652857750654
"rs7578071",-0.0364502519369125
"rs62156102",-0.0246156454086304
"rs62156103",-0.0654848515987396
"rs4381799",-0.0363086238503456
"rs4611661",-0.0363930575549603
"rs4377354",-0.0413311496376991
"rs72816924",-0.0121278166770935
"rs17024874",0.0198348388075829
"rs72816926",0.0325921326875687
"rs974171",-0.0364027135074139
"rs974172",-0.0364034585654736
"rs1561002",-0.0363634638488293
"rs11691732",-0.0363741256296635
"rs6722697",-0.0600489303469658
"rs142226865",0.0258705969899893
"rs7603302",-0.0362069047987461
"rs10206927",-0.0362785272300243
"rs965519",0.0112228412181139
