"SNP","rs117896735"
"rs1571005",0.00544351572170854
"rs1571006",0.010468871332705
"rs7894265",0.00710878800600767
"rs1977384",-0.000153894070535898
"rs6585507",0.00831471849232912
"rs112519585",-0.00428897375240922
"rs1571007",0.012687181122601
"rs11814561",0.00823601149022579
"rs11596427",-0.00480393180623651
"rs12358172",0.00122694624587893
"rs4752202",0.00905240513384342
"rs11198609",0.00791450683027506
"rs4752203",-0.00683216750621796
"rs56030416",0.00857958476990461
"rs10886304",0.00904559809714556
"rs78200723",0.0080006280913949
"rs59485971",0.00814806856215
"rs962890",0.00831151101738214
"rs10886305",-0.000305584166198969
"rs10749270",0.0105843944475055
"rs189311066",0.000756884925067425
"rs12569467",0.0102193970233202
"rs112833921",0.00984055735170841
"rs150180749",0.00648533599451184
"rs11198612",0.00402509793639183
"rs112682552",0.00322788115590811
"rs12769514",-0.0030634175054729
"rs11814868",0.00451656570658088
"rs11812898",0.00439097220078111
"rs76403739",-0.000159360934048891
"rs75185227",0.00479658972471952
"rs11813388",0.00456036254763603
"rs75656938",0.00489643542096019
"rs11813458",0.00458528194576502
"rs186832243",0.0139914769679308
"rs17098042",0.00379308313131332
"rs7092526",0.00438994634896517
"rs7096525",0.00699830008670688
"rs61547983",0.0044556325301528
"rs141586712",-0.0101671051234007
"rs4752204",0.0022412627004087
"rs142391005",0.0012414688244462
"rs9664036",0.00284333107993007
"rs117955888",0.00336950551718473
"rs186972806",0.00915042124688625
"rs113657898",5.23841008543968e-05
"rs7077617",-0.00123896822333336
"rs79515529",-0.000107343774288893
"rs2420485",-0.000333212781697512
"rs72839158",0.006538693793118
"rs7088337",0.000714913476258516
"rs111880105",-0.000339718069881201
"rs112743681",-0.00323433522135019
"rs151274481",-0.00321574276313186
"rs7476020",-0.00325321732088923
"rs59832811",-0.00324474787339568
"rs61687005",-0.00319234421476722
"rs1985074",-0.00321689201518893
"rs17098048",-0.00340308947488666
"rs7908998",-0.0036498811095953
"rs12253150",-0.00162682635709643
"rs139934486",-0.0052427751943469
"rs57691417",-0.000124732498079538
"rs11596097",-0.00643992004916072
"rs11598503",-0.00642964290454984
"rs1977383",-0.00465340679511428
"rs1571004",-0.00478920759633183
"rs78557765",0.00173063343390822
"rs138007040",-0.00136697152629495
"rs74577155",0.00201945239678025
"rs77830778",0.00222777482122183
"rs142611169",0.00232755439355969
"rs10787862",-0.00344271259382367
"rs11593550",-0.00604283157736063
"rs11198617",0.00205300934612751
"rs6585508",0.00115014100447297
"rs117254295",-0.00282789440825582
"rs117180455",0.0048120473511517
"rs7082048",0.00145173911005259
"rs74230518",-0.00433175871148705
"rs58798949",0.00143147120252252
"rs56811696",-0.00247363606467843
"rs11595332",0.00155959976837039
"rs74681030",0.00798237696290016
"rs185421849",-0.0108521431684494
"rs34510098",-0.00185311771929264
"rs34211199",-0.00376607663929462
"rs138906486",-0.00014337757602334
"rs7898805",-0.00327068427577615
"rs59840724",-0.00415534758940339
"rs7902478",-0.000800817739218473
"rs77939419",0.0002006646245718
"rs12358305",0.00132906762883067
"rs11198618",-0.00567176658660173
"rs12355601",0.00139245996251702
"rs11198619",-0.00566164357587695
"rs10886306",-0.000666435342282057
"rs11198620",-0.00246777664870024
"rs10787863",-0.000714393798261881
"rs139588576",0.0174931306391954
"rs58350164",-0.00209694728255272
"rs10749271",-0.00235705822706223
"rs10749272",-0.00236745225265622
"rs61012528",-0.0027923509478569
"rs72839162",-0.00777291459962726
"rs11597819",0.00511579541489482
"rs7088063",-0.00396071374416351
"rs7087686",-0.0020268396474421
"rs77519631",-0.00247142231091857
"rs79882698",-0.00188207719475031
"rs34576207",-0.00260432343930006
"rs11593999",-0.0026056575588882
"rs11591998",-0.00260235462337732
"rs12265000",-0.00608879467472434
"rs754060",0.00136110326275229
"rs754059",-0.00268017034977674
"rs111597470",0.00631080335006118
"rs143027331",-6.17895275354385e-05
"rs80005399",-0.00437767989933491
"rs12267239",-0.000922848004847765
"rs10886308",0.00138859450817108
"rs77917303",3.22181731462479e-05
"rs77234218",0.00789214204996824
"rs11198623",0.000367855187505484
"rs11198624",0.000309612601995468
"rs7917673",-0.000836466904729605
"rs11198625",-0.00197073258459568
"rs11198626",-0.000115810893476009
"rs11598814",-0.00263412389904261
"rs11596456",-0.00263667479157448
"rs72839164",-0.00119176972657442
"rs11198629",-0.000116610899567604
"rs11198630",-0.000181067269295454
"rs11198631",-0.000176973175257444
"rs112642153",-0.000151267740875483
"rs10886309",-0.00264543481171131
"rs74677583",-7.44783319532871e-05
"rs10886310",-0.00288047315552831
"rs78875367",-0.000112808775156736
"rs7085717",-0.00070901308208704
"rs7069708",-0.00262480182573199
"rs141415272",0.00195033010095358
"rs72839165",0.00109415547922254
"rs7910306",0.00129697332158685
"rs147266494",0.00766115542501211
"rs10886311",-0.0049655893817544
"rs11198632",-0.000725097488611937
"rs74157609",-0.00181389832869172
"rs75259945",0.00781227741390467
"rs11198633",0.0013817586004734
"rs17098065",-0.00222581764683127
"rs35574012",-0.0059709413908422
"rs7096371",0.00121738202869892
"rs34215329",-0.00665697129443288
"rs59715564",0.00305869150906801
"rs12573699",0.00201085302978754
"rs12569459",0.00200720503926277
"rs876415",0.00201256852596998
"rs876414",0.00267540756613016
"rs753297",-0.00234923325479031
"rs876413",0.000998942647129297
