"SNP","rs850738"
"rs1842145",-0.0133700165897608
"rs1842146",0.027353635057807
"rs1842147",-0.0135585386306047
"rs72831085",0.000931976828724146
"rs4793233",-0.0130344871431589
"rs60309406",-0.0123304920271039
"rs60309406",-0.013461328111589
"rs139349622",-0.0218719076365232
"rs4793234",-0.0135466819629073
"rs4793236",-0.0136279687285423
"rs4793237",-0.0112784961238503
"rs9891551",-0.0152714625000954
"rs9891977",-0.0132043361663818
"rs4792988",-0.0145389726385474
"rs148948297",0.00575218209996819
"rs74387222",-0.06800676882267
"rs149492445",0.0171878691762686
"rs58173609",-0.0257225409150124
"rs117431832",-0.0224705450236797
"rs11656321",-0.0269199945032597
"rs17842784",-0.00673745619133115
"rs4559946",-0.0119687151163816
"rs4552060",-0.00592646189033985
"rs8074108",-0.0149162327870727
"rs112124039",-0.0652148649096489
"rs147005674",0.00114568136632442
"rs72831093",-0.00131187401711941
"rs117681499",-0.0700569748878479
"rs11657004",-0.012524182908237
"rs57215208",-0.028778126463294
"rs11080034",-0.012347555719316
"rs58687103",-0.0300205126404762
"rs147832718",0.0338240452110767
"rs34536536",-0.0300022885203362
"rs8069622",-0.0296369194984436
"rs62079659",-0.0159395691007376
"rs8070250",-0.0300295632332563
"rs35291033",-0.030047457665205
"rs11654307",0.0126845054328442
"rs11653459",0.0126913618296385
"rs55692847",0.0126790273934603
"rs9912203",-0.0126236295327544
"rs72831095",0.035359688103199
"rs34474989",-0.0126089649274945
"rs139083683",0.000959865283221006
"rs74792387",-0.0691055655479431
"rs12952096",0.0275887548923492
"rs12941945",-0.0300572272390127
"rs139136975",-0.0696917697787285
"rs11656940",0.0348492078483105
"rs7223460",-0.0120590394362807
"rs7218684",-0.0288746617734432
"rs181135483",-0.00337333418428898
"rs34447261",0.0328448079526424
"rs58858902",-0.0683650374412537
"rs139360190",-0.0316943787038326
"rs34778048",0.034014455974102
"rs112960602",-0.0678615048527718
"rs139800883",0.00375162390992045
"rs113713543",-0.0679643452167511
"rs113163396",-0.0679382085800171
"rs2061872",0.0331940837204456
"rs2061873",-0.0222388636320829
"rs147110949",-0.0680700466036797
"rs138324366",-0.0682028755545616
"rs540108618",-0.0356685668230057
"rs56799554",-0.0233635269105434
"rs148314763",0.0550644062459469
"rs74966673",-0.0680820271372795
"rs8072193",-0.0225488692522049
"rs77321078",-0.066490650177002
"rs112698850",-0.0685035660862923
"rs35528967",0.0333924740552902
"rs4793247",0.00588198145851493
"rs4792990",-0.0310165025293827
"rs9894046",-0.0302037205547094
"rs880690",0.0146734993904829
"rs79780220",-0.0150674255564809
"rs11869741",-0.02930061891675
"rs6503369",-0.0299913622438908
"rs143592895",-0.00524466065689921
"rs112764573",-0.0152865778654814
"rs16940410",0.000844319351017475
"rs78103697",-0.014753888361156
"rs144015017",-0.0154895978048444
"rs113464131",-0.0142278084531426
"rs12600401",0.0425170138478279
"rs11658713",0.00875569693744183
"rs62080669",-0.0298782885074615
"rs34127860",0.0420025251805782
"rs142770610",-0.0455117523670197
"rs72831096",-0.0287074614316225
"rs7212080",-0.0287068486213684
"rs113905686",0.0583002977073193
"rs4793248",0.00998619850724936
"rs111886783",-0.0137600405141711
"rs118055988",0.0314777940511703
"rs117639594",-0.0679354220628738
"rs4792991",-0.0287095103412867
"rs56243736",0.0427006110548973
"rs140082297",0.0208927392959595
"rs9890479",-0.0291049927473068
"rs117147954",-0.0258182398974895
"rs12450913",-0.0291262287646532
"rs4262987",-0.0291098561137915
"rs4426385",-0.0291226152330637
"rs1871338",-0.0290894247591496
"rs749475",0.0427676178514957
"rs3179285",-0.0137009350582957
"rs140485087",0.00117214489728212
"rs12451473",-0.0283814296126366
"rs753396",-0.028612794354558
"rs3179287",0.0407204106450081
"rs12946015",0.0409021228551865
"rs71382962",0.0407420247793198
"rs8075465",-0.0286544822156429
"rs71382963",0.0407222770154476
"rs116993069",-0.0649900436401367
"rs35855590",0.0410005338490009
"rs35369985",0.0410063937306404
"rs12938403",0.00792446825653315
"rs11656632",-0.0287570748478174
"rs55958285",0.040952529758215
"rs12941114",-0.00618545897305012
"rs35690504",0.0411252193152905
"rs34228036",0.0410992912948132
"rs34721590",0.0411242581903934
"rs74525386",-0.0141766993328929
"rs148449119",-0.0297652427107096
"rs34765874",0.0411336496472359
"rs8066100",0.00831140391528606
"rs12946347",0.0411935672163963
"rs12944058",0.0413478277623653
"rs8066572",-0.013465017080307
"rs2086247",-0.0280817355960608
"rs111563093",-0.00184065336361527
"rs75854888",-0.0131354471668601
"rs192870903",-0.0284348428249359
"rs143118483",-0.0157357752323151
"rs113259712",-0.00180614553391933
"rs57804968",0.0343048498034477
"rs72831100",0.03420614823699
"rs148980461",-0.0155357839539647
"rs72831101",0.0342358276247978
"rs35150636",0.0340508557856083
"rs36006565",0.0337052308022976
"rs79648112",-0.00188907235860825
"rs35122535",0.0341826118528843
"rs12603967",0.0341490134596825
"rs8068261",0.0338139683008194
"rs8068764",0.0325671061873436
"rs36001517",0.0329777523875237
"rs1871339",0.0326067954301834
"rs34567438",0.0327260456979275
"rs12601926",0.032599676400423
"rs2343134",0.0326075479388237
"rs113048192",-0.00223280629143119
"rs74913188",-0.00220612855628133
"rs146897441",-0.02677390165627
"rs12938992",0.0330232679843903
"rs11079338",0.0332712605595589
"rs35650293",0.033131055533886
"rs34001726",0.0322677232325077
"rs12940208",0.0332470685243607
"rs111307783",-0.00235380697995424
"rs147945426",0.0227253343909979
"rs141549644",0.0255354214459658
"rs112711474",-0.0024143154732883
"rs143278390",-0.00140542956069112
"rs7223350",-0.00130955874919891
"rs7215223",0.0385123044252396
"rs117459052",-0.0326511561870575
"rs72833109",0.0407697930932045
"rs115075297",-0.00655387155711651
"rs35834637",0.00103824958205223
"rs72833110",0.0421312488615513
"rs141128018",0.0234712902456522
"rs7214642",-0.00182489398866892
"rs76901038",-0.00143743865191936
"rs111454270",-0.00143199181184173
"rs61218040",-0.00635011261329055
"rs7208358",-0.00974100455641747
"rs34385883",0.0368472002446651
"rs11079380",0.0374103561043739
"rs188014869",0.021231472492218
"rs9303414",0.0302301440387964
"rs59864235",0.0396227017045021
"rs11079387",0.038025863468647
"rs6503408",0.0299232080578804
"rs35119073",0.037747573107481
"rs4792993",-0.0306628923863173
"rs75032235",-0.00163588672876358
"rs16970739",0.037732619792223
"rs12950982",0.0422002524137497
"rs35314992",0.0397453457117081
"rs142151027",0.0420941486954689
"rs12601585",0.0376744046807289
"rs12940778",0.0303855873644352
"rs111904743",-0.00628810143098235
"rs12952643",0.0421714186668396
"rs9783822",-0.0116069670766592
"rs9903493",-0.0118642644956708
"rs78701771",-0.00516056176275015
"rs7208829",-0.0505525805056095
"rs150322234",-0.0110933966934681
"rs182199966",-0.011518307030201
"rs4793250",-0.0074128583073616
"rs76550968",-0.00780766317620873
"rs9904812",-0.0074297827668488
"rs56125357",0.0248054228723049
"rs7207025",0.0252469796687365
"rs78347385",-0.00505106756463647
"rs62080675",0.0223094988614321
"rs1984518",0.00937354099005461
"rs7207008",-0.0220246184617281
"rs113224154",-0.0354356355965137
"rs8078553",-0.0907066240906715
"rs9303433",-0.00960784591734409
"rs4239151",-0.0648335665464401
"rs10468557",-0.0445384830236435
"rs2343816",-0.0446185804903507
"rs9891684",0.025030855089426
"rs111571551",-0.0334727950394154
"rs111381064",0.0306605715304613
"rs7213882",-0.0365822836756706
"rs9303438",0.00202016392722726
"rs9916834",-0.0440653935074806
"rs6503414",-0.0439736172556877
"rs76280636",0.0738312751054764
"rs732508",0.0248474441468716
